01 SCDCTB_AD_202010161719.txt  2020101617192020101520201015                                                                                                                                                                                                                                                                                                                                                                                    
02 577 BR SAO 0001INV0    000738722020101520201025BRL00000000004112600001000000000000000041126C21201001                                              0365474                  01300194            P000026CITY CENTER AGENCIA DE VIAGENS                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738722020101520201025BRL00000000004228900001000000000000000042289D21501010                                              0365474                  01300194            P000027CITY CENTER AGENCIA DE VIAGENS                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738722020101520201025BRL00000000000116300001000000000000000001163C51401001            SS4900                            0365474                  01300194            P000028CITY CENTER AGENCIA DE VIAGENS                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738732020101520201025BRL00000000010509700001000000000000000105097C11299099                                              0365479                  10300010            P000029VOE MAIS TOUR AGENCIA DE VIAGE                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738732020101520201025BRL00000000001536700001000000000000000015367C21201001                                              0365479                  10300010            P000030VOE MAIS TOUR AGENCIA DE VIAGE                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738732020101520201025BRL00000000012361800001000000000000000123618D21501010                                              0365479                  10300010            P000031VOE MAIS TOUR AGENCIA DE VIAGE                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738732020101520201025BRL00000000000315400001000000000000000003154C51401001            SS4900                            0365479                  10300010            P000032VOE MAIS TOUR AGENCIA DE VIAGE                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738742020101520201025BRL00000000001937800001000000000000000019378C21201001                                              0365491                  57525156            P000033BLUMAR BRAZIL NUTS RIO TURISMO                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738742020101520201025BRL00000000001992600001000000000000000019926D21501010                                              0365491                  57525156            P000034BLUMAR BRAZIL NUTS RIO TURISMO                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738742020101520201025BRL00000000000054800001000000000000000000548C51401001            SS4900                            0365491                  57525156            P000035BLUMAR BRAZIL NUTS RIO TURISMO                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738752020101520201025BRL00000000004531500001000000000000000045315C21201001                                              0365492                  15300053            P000036L E A TURISMO LTDA                                                                                                                                                                                                                    
02 577 BR SAO 0001INV0    000738752020101520201025BRL00000000004659700001000000000000000046597D21501010                                              0365492                  15300053            P000037L E A TURISMO LTDA                                                                                                                                                                                                                    
02 577 BR SAO 0001INV0    000738752020101520201025BRL00000000000128200001000000000000000001282C51401001            SS4900                            0365492                  15300053            P000038L E A TURISMO LTDA                                                                                                                                                                                                                    
02 577 BR SAO 0001INV0    000738762020101520201025BRL00000000000594600001000000000000000005946C21201001                                              0365503                  57570472            P000039READ SERVI�OS TURISTICOS S.A B                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738762020101520201025BRL00000000000594600001000000000000000005946D51401003            SS4900                            0365503                  57570472            P000040READ SERVI�OS TURISTICOS S.A B                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738772020101520201025BRL00000000001281300001000000000000000012813C21201001                                              0365505                  57570844            P000041READ SERV TURISTICOS S�O LUIZ                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738772020101520201025BRL00000000001006900001000000000000000010069D21501010                                              0365505                  57570844            P000042READ SERV TURISTICOS S�O LUIZ                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738772020101520201025BRL00000000000027700001000000000000000000277C51401001            SS4900                            0365505                  57570844            P000043READ SERV TURISTICOS S�O LUIZ                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738772020101520201025BRL00000000000302100001000000000000000003021D51401003            SS4900                            0365505                  57570844            P000044READ SERV TURISTICOS S�O LUIZ                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738782020101520201025BRL00000000003123300001000000000000000031233C21201001                                              0365512                  57023013            P000045ATHENAS VIAGENS E TURISMO LTDA                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738782020101520201025BRL00000000003211700001000000000000000032117D21501010                                              0365512                  57023013            P000046ATHENAS VIAGENS E TURISMO LTDA                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738782020101520201025BRL00000000000088400001000000000000000000884C51401001            SS4900                            0365512                  57023013            P000047ATHENAS VIAGENS E TURISMO LTDA                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738792020101520201025BRL00000000001836300001000000000000000018363C21201001                                              0365515                  57571570            P000048READ SERV TURISTICOS S.A BANGU                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738792020101520201025BRL00000000001564800001000000000000000015648D21501010                                              0365515                  57571570            P000049READ SERV TURISTICOS S.A BANGU                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738792020101520201025BRL00000000000043000001000000000000000000430C51401001            SS4900                            0365515                  57571570            P000050READ SERV TURISTICOS S.A BANGU                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738792020101520201025BRL00000000000314500001000000000000000003145D51401003            SS4900                            0365515                  57571570            P000051READ SERV TURISTICOS S.A BANGU                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738802020101520201025BRL00000000000364300001000000000000000003643C21201001                                              0365525                  57500612            P000052READ SERVI�OS TURISTICOS S.A L                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738802020101520201025BRL00000000000364300001000000000000000003643D51401003            SS4900                            0365525                  57500612            P000053READ SERVI�OS TURISTICOS S.A L                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738812020101520201025BRL00000000000445500001000000000000000004455C21201001                                              0365533                  57501522            P000054READ SERVI�OS TURISTICOS S.A B                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738812020101520201025BRL00000000000445500001000000000000000004455D51401003            SS4900                            0365533                  57501522            P000055READ SERVI�OS TURISTICOS S.A B                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738822020101520201025BRL00000000014584800001000000000000000145848C11299099                                              0365536                  57503423            P000056READ SERVI�OS TURISTICOS FLORE                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738822020101520201025BRL00000000004776400001000000000000000047764C21201001                                              0365536                  57503423            P000057READ SERVI�OS TURISTICOS FLORE                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738822020101520201025BRL00000000019073700001000000000000000190737D21501010                                              0365536                  57503423            P000058READ SERVI�OS TURISTICOS FLORE                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738822020101520201025BRL00000000000102700001000000000000000001027C51401001            SS4900                            0365536                  57503423            P000059READ SERVI�OS TURISTICOS FLORE                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738822020101520201025BRL00000000000390200001000000000000000003902D51401003            SS4900                            0365536                  57503423            P000060READ SERVI�OS TURISTICOS FLORE                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738832020101520201025BRL00000000000389000001000000000000000003890C21201001                                              0365575                  01301441            P000061CESTAROLLI TRAVEL LTDA                                                                                                                                                                                                                
02 577 BR SAO 0001INV0    000738832020101520201025BRL00000000000400000001000000000000000004000D21501010                                              0365575                  01301441            P000062CESTAROLLI TRAVEL LTDA                                                                                                                                                                                                                
02 577 BR SAO 0001INV0    000738832020101520201025BRL00000000000011000001000000000000000000110C51401001            SS4900                            0365575                  01301441            P000063CESTAROLLI TRAVEL LTDA                                                                                                                                                                                                                
02 577 BR SAO 0001INV0    000738842020101520201025BRL00000000033472000001000000000000000334720C21201001                                              0365586                  04300090            P000064HIGH LIGHT VIAGENS E TURISMO L                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738842020101520201025BRL00000000026250000001000000000000000262500D21501010                                              0365586                  04300090            P000065HIGH LIGHT VIAGENS E TURISMO L                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738842020101520201025BRL00000000000722200001000000000000000007222C51401001            SS4900                            0365586                  04300090            P000066HIGH LIGHT VIAGENS E TURISMO L                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738842020101520201025BRL00000000007944200001000000000000000079442D51401003            SS4900                            0365586                  04300090            P000067HIGH LIGHT VIAGENS E TURISMO L                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738852020101520201025BRL00000000059186900001000000000000000591869C21201001                                              0365590                  14300067            P000068MUNDO AZUL VIAGENSTUR. RECEPTI                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738852020101520201025BRL00000000060849400001000000000000000608494D21501010                                              0365590                  14300067            P000069MUNDO AZUL VIAGENSTUR. RECEPTI                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738852020101520201025BRL00000000001662500001000000000000000016625C51401001            SS4900                            0365590                  14300067            P000070MUNDO AZUL VIAGENSTUR. RECEPTI                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738862020101520201025BRL00000000009119600001000000000000000091196C21201001                                              0365591                  14300068            P000071MUNDO AZUL VIAGENSTUR. Shoppin                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738862020101520201025BRL00000000009377500001000000000000000093775D21501010                                              0365591                  14300068            P000072MUNDO AZUL VIAGENSTUR. Shoppin                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738862020101520201025BRL00000000000257900001000000000000000002579C51401001            SS4900                            0365591                  14300068            P000073MUNDO AZUL VIAGENSTUR. Shoppin                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738872020101520201025BRL00000000008923900001000000000000000089239C21201001                                              0365592                  14300069            P000074MUNDO AZUL VIAGENSTUR. Shoppin                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738872020101520201025BRL00000000009176200001000000000000000091762D21501010                                              0365592                  14300069            P000075MUNDO AZUL VIAGENSTUR. Shoppin                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738872020101520201025BRL00000000000252300001000000000000000002523C51401001            SS4900                            0365592                  14300069            P000076MUNDO AZUL VIAGENSTUR. Shoppin                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738882020101520201025BRL00000000001617800001000000000000000016178C21201001                                              0365603                  08200352            P000077HRA LOJA SHOPPING BH ESTACAO                                                                                                                                                                                                          
02 577 BR SAO 0001INV0    000738882020101520201025BRL00000000001663600001000000000000000016636D21501010                                              0365603                  08200352            P000078HRA LOJA SHOPPING BH ESTACAO                                                                                                                                                                                                          
02 577 BR SAO 0001INV0    000738882020101520201025BRL00000000000045800001000000000000000000458C51401001            SS4900                            0365603                  08200352            P000079HRA LOJA SHOPPING BH ESTACAO                                                                                                                                                                                                          
02 577 BR SAO 0001INV0    000738892020101520201025BRL00000000000890400001000000000000000008904C21201001                                              0365604                  57054524            P000080DINAMICA AGENCIA DE VIAGENS E                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738892020101520201025BRL00000000000915600001000000000000000009156D21501010                                              0365604                  57054524            P000081DINAMICA AGENCIA DE VIAGENS E                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738892020101520201025BRL00000000000025200001000000000000000000252C51401001            SS4900                            0365604                  57054524            P000082DINAMICA AGENCIA DE VIAGENS E                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738902020101520201025BRL00000000017634800001000000000000000176348C21201001                                              0365613                  01401288            P000083PROJETO M - AGENCIA DE VIAGENS                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738902020101520201025BRL00000000018133800001000000000000000181338D21501010                                              0365613                  01401288            P000084PROJETO M - AGENCIA DE VIAGENS                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738902020101520201025BRL00000000000499000001000000000000000004990C51401001            SS4900                            0365613                  01401288            P000085PROJETO M - AGENCIA DE VIAGENS                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738912020101520201025BRL00000000000312200001000000000000000003122C11299099                                              0365629                  01301518            P000086HS VIAGENS E TURISMO EIRELI -                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738912020101520201025BRL00000000007042400001000000000000000070424C21201001                                              0365629                  01301518            P000087HS VIAGENS E TURISMO EIRELI -                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738912020101520201025BRL00000000007562500001000000000000000075625D21501010                                              0365629                  01301518            P000088HS VIAGENS E TURISMO EIRELI -                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738912020101520201025BRL00000000000207900001000000000000000002079C51401001            SS4900                            0365629                  01301518            P000089HS VIAGENS E TURISMO EIRELI -                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738922020101520201025BRL00000000000108300001000000000000000001083C21201001                                              0365631                  01301530            P000090READ HOME IOS                                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738922020101520201025BRL00000000000108300001000000000000000001083D51401003            SS4900                            0365631                  01301530            P000091READ HOME IOS                                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738932020101520201025BRL00000000004109600001000000000000000041096C21201001                                              0365644                  01301555            P000092ONNA VIAGENS E TURISMO LTDA AZ                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738932020101520201025BRL00000000004225800001000000000000000042258D21501010                                              0365644                  01301555            P000093ONNA VIAGENS E TURISMO LTDA AZ                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738932020101520201025BRL00000000000116200001000000000000000001162C51401001            SS4900                            0365644                  01301555            P000094ONNA VIAGENS E TURISMO LTDA AZ                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738942020101520201025BRL00000000000742200001000000000000000007422C21201001                                              0365653                  01301584            P000095PLANEJAR VIAGENS E TURISMO LTD                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738942020101520201025BRL00000000000763200001000000000000000007632D21501010                                              0365653                  01301584            P000096PLANEJAR VIAGENS E TURISMO LTD                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738942020101520201025BRL00000000000021000001000000000000000000210C51401001            SS4900                            0365653                  01301584            P000097PLANEJAR VIAGENS E TURISMO LTD                                                                                                                                                                                                        
02 577 BR SAO 0001INV0    000738952020101520201025BRL00000000005923600001000000000000000059236C21201001                                              0365663                  01401625            P000098PROSPERA AGENCIA DE VIAGENS E                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738952020101520201025BRL00000000006090900001000000000000000060909D21501010                                              0365663                  01401625            P000099PROSPERA AGENCIA DE VIAGENS E                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738952020101520201025BRL00000000000167300001000000000000000001673C51401001            SS4900                            0365663                  01401625            P000100PROSPERA AGENCIA DE VIAGENS E                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738962020101520201025BRL00000000006251000001000000000000000062510C21201001                                              0365669                  01301595            P000101MAFRI VIAGENS E TURISMO LTDA                                                                                                                                                                                                          
02 577 BR SAO 0001INV0    000738962020101520201025BRL00000000006427900001000000000000000064279D21501010                                              0365669                  01301595            P000102MAFRI VIAGENS E TURISMO LTDA                                                                                                                                                                                                          
02 577 BR SAO 0001INV0    000738962020101520201025BRL00000000000176900001000000000000000001769C51401001            SS4900                            0365669                  01301595            P000103MAFRI VIAGENS E TURISMO LTDA                                                                                                                                                                                                          
02 577 BR SAO 0001INV0    000738972020101520201025BRL00000000016978200001000000000000000169782C11299099                                              0365670                  01401644            P000104AD WORLD VIAGENS TURISMO LTDA                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738972020101520201025BRL00000000009597000001000000000000000095970C21201001                                              0365670                  01401644            P000105AD WORLD VIAGENS TURISMO LTDA                                                                                                                                                                                                         
02 577 BR SAO 0001INV0    000738972020101520201025BRL00000000027278600001000000000000000272786D21501010                                              0365670                  01401644            P000106AD WORLD VIAGENS TURISMO LTDA                                                                                                                                                                                                         
